150	0	600	0	150	133.5
150	0	600	0	150	133.125
150	0	600	0	150	132.375
150	0	600	0	150	131.25
150	0	600	0	150	129.75
150	0	600	0	150	127.875
150	0	600	0	150	125.625
150	0	600	0	150	123
150	0	600	0	150	120
150	0	600	0	150	116.625
150	0	600	0	150	112.875
150	0	600	0	150	108.75
150	0	600	0	150	104.25
150	0	600	0	150	99.375
150	0	600	0	150	94.125
150	0	600	0	150	88.5
150	0	600	0	150	82.5
150	0	600	0	150	76.125
150	0	600	0	150	69.375
150	0	600	0	150	62.25
150	0	600	0	150	54.75
150	0	600	0	150	46.875
150	0	600	0	150	46.875
150	0	600	0	150	55.125
150	0	600	0	150	63
150	0	600	0	150	70.5
150	0	600	0	150	77.625
150	0	600	0	150	84.375
150	0	600	0	150	90.75
150	0	600	0	150	96.75
150	0	600	0	150	102.375
150	0	600	0	150	107.625
150	0	600	0	150	112.5
150	0	600	0	150	117
150	0	600	0	150	121.125
150	0	600	0	150	124.875
150	0	600	0	150	128.25
150	0	600	0	150	131.25
150	0	600	0	150	133.875
150	0	600	0	150	136.125
150	0	600	0	150	138
150	0	600	0	150	139.5
150	0	600	0	150	140.625
150	0	600	0	150	141.375
150	0	600	0	150	141.75
150	0	600	0	150	141.75
150	0	600	0	150	141.375
150	0	600	0	150	140.625
150	0	600	0	150	139.5
150	0	600	0	150	138
150	0	600	0	150	136.125
150	0	600	0	150	133.875
150	0	600	0	150	131.25
150	0	600	0	150	128.25
150	0	600	0	150	124.875
150	0	600	0	150	121.125
150	0	600	0	150	117
150	0	600	0	150	112.5
150	0	600	0	150	107.625
150	0	600	0	150	102.375
150	0	600	0	150	96.75
150	0	600	0	150	90.75
150	0	600	0	150	84.375
150	0	600	0	150	77.625
150	0	600	0	150	70.5
150	0	600	0	150	63
150	0	600	0	150	55.125
144	0	600	0	150	46.875
138	11.625	600	0	157.261	54.3601
144	22.5	600	0	168.511	62.6101
150	32.625	600	0	179.761	70.4851
156	42	600	0	191.011	77.9851
162	50.625	600	0	202.261	85.1101
168	58.5	600	0	213.511	91.8601
168	65.625	600	0	224.761	98.2351
168	72	600	0	236.011	104.235
168	77.625	600	0	247.261	109.86
168	82.5	600	0	258.511	115.11
168	86.625	600	0	269.761	119.985
168	90	600	0	281.011	124.485
168	92.625	600	0	292.261	128.61
168	94.5	600	0	303.511	132.36
168	95.625	600	0	314.761	135.735
168	96	600	0	326.011	138.735
168	95.625	600	0	337.261	141.36
168	94.5	600	0	348.511	143.61
168	92.625	600	0	359.761	145.485
168	90	600	0	371.011	146.985
168	86.625	600	0	382.261	148.11
168	82.5	600	0	393.511	148.86
168	77.625	600	0	404.761	149.235
168	72	600	0	416.011	149.235
168	65.625	600	0	427.261	148.86
168	58.5	600	0	438.511	148.11
168	50.625	600	0	449.761	146.985
168	42	600	0	461.011	145.485
168	32.625	600	0	472.261	143.61
168	22.5	600	0	483.511	141.36
168	11.625	600	0	494.761	138.735
168	0	600	11.625	506.011	135.735
168	0	594	22.5	517.261	132.36
168	0	588	32.625	528.511	128.61
168	0	582	42	539.761	124.485
168	0	576	50.625	551.011	119.985
168	0	570	58.5	562.261	115.11
168	0	564	65.625	573.853	111.453
168	0	558	72	585.103	119.703
168	0	564	77.625	596.353	127.578
168	0	570	82.5	607.603	135.078
168	0	576	86.625	618.853	142.203
168	0	582	90	630.103	148.953
168	0	588	92.625	641.353	155.328
168	0	594	94.5	652.603	161.328
168	0	600	95.625	663.853	166.953
168	0	606	96	675.103	172.203
168	0	612	95.625	686.353	177.078
168	0	618	94.5	697.603	181.578
168	0	624	92.625	708.853	185.703
168	0	630	90	720.103	189.453
168	0	636	86.625	731.353	192.828
168	0	642	82.5	720.103	195.828
168	0	648	77.625	708.853	198.453
168	0	654	72	697.603	200.703
168	0	660	65.625	686.353	202.578
168	0	666	58.5	675.103	204.078
168	0	672	50.625	663.853	205.203
168	0	678	42	652.603	205.953
168	0	672	32.625	641.353	206.328
168	0	666	22.5	630.103	206.328
168	0	660	11.625	618.853	205.953
168	0	654	0	607.603	205.203
168	0	648	0	596.353	204.078
168	0	642	0	585.103	202.578
174	0	636	0	573.853	200.703
180	0	630	0	562.603	198.453
186	0	624	0	551.353	195.828
192	0	618	0	540.103	192.828
198	0	612	0	528.853	189.453
204	0	606	0	517.603	185.703
210	0	600	0	506.353	181.578
216	0	594	0	495.103	177.078
222	0	588	0	483.853	172.203
228	0	582	0	472.603	166.953
234	0	576	0	461.353	161.328
240	0	570	0	450.103	155.328
246	0	564	0	438.853	148.953
252	0	558	0	427.603	142.203
258	0	552	0	416.353	135.078
264	0	546	0	405.103	127.578
270	0	540	0	393.853	119.703
276	0	534	0	382.603	111.453
282	0	528	0	371.353	102.828
288	0	522	0	360.103	93.8277
294	0	516	0	348.853	84.4527
300	0	510	0	337.603	74.7027
306	0	504	0	326.353	64.5777
312	11.625	498	0	315.417	58.3753
312	22.5	492	0	316.941	69.1139
312	32.625	486	0	319.362	78.9182
312	42	480	0	322.48	87.6885
312	50.625	480	0	325.832	95.9385
312	58.5	480	0	329.184	103.814
312	65.625	480	0	332.536	111.314
312	72	480	0	335.888	118.439
312	77.625	480	0	339.24	125.189
312	82.5	480	0	342.592	131.564
312	86.625	480	0	345.944	137.564
312	90	480	0	349.296	143.189
312	92.625	480	0	352.648	148.439
312	94.5	480	0	356	153.314
312	95.625	480	0	359.352	157.814
312	96	480	0	362.704	161.939
312	95.625	480	0	366.056	165.689
312	94.5	480	0	369.408	169.064
312	92.625	480	0	372.76	172.064
312	90	480	0	376.112	174.689
312	86.625	480	0	379.464	176.939
312	82.5	480	0	382.816	178.814
312	77.625	480	0	386.168	180.314
312	72	480	0	389.52	181.439
